MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,TotSF,TotBth,TotPorchSF,PoolNA,2ndFlrNA,SalePrice
20,RL,114.0,14803,NA,Reg,Lvl,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,Unf,442.0,2078.0,GasA,Ex,Y,SBrkr,2084,Ex,7,Typ,1,Gd,Attchd,2007.0,Fin,3.0,1220.0,TA,TA,Y,NA,NA,6,2008,New,Partial,2084,3.0,233,0,0,385000
45,RM,50.0,6130,NA,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,0.0,784.0,GasA,Gd,Y,SBrkr,784,Gd,5,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,5,2008,WD,Normal,784,2.0,116,0,0,109500
20,RL,65.0,8529,NA,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1434.0,1454.0,GasA,Ex,Y,SBrkr,1434,Gd,6,Typ,1,TA,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,NA,NA,4,2009,WD,Normal,1434,2.0,329,0,0,189000
60,RL,80.5,28698,NA,IR2,Low,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,0.0,1013.0,GasA,TA,Y,SBrkr,2126,TA,7,Min2,0,NA,Attchd,1967.0,Fin,2.0,538.0,TA,TA,Y,NA,NA,6,2009,WD,Abnorml,2126,3.0,711,0,1,185000
160,FV,24.0,2544,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600.0,600.0,GasA,Ex,Y,SBrkr,1223,Gd,4,Typ,0,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,NA,NA,7,2006,WD,Normal,1143,2.5,166,0,1,147400
20,RL,80.0,11900,NA,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,352.0,1392.0,GasA,TA,Y,FuseA,1392,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2.0,458.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1392,2.5,192,0,0,166000
160,FV,30.0,3180,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,2005,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,600.0,600.0,GasA,Ex,Y,SBrkr,1200,Gd,4,Typ,0,NA,Detchd,2005.0,RFn,2.0,480.0,TA,TA,Y,NA,NA,6,2006,WD,Normal,1120,2.5,166,0,1,151000
60,RL,44.0,9548,NA,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,458.0,941.0,GasA,Ex,Y,SBrkr,1829,Gd,7,Typ,1,TA,Attchd,2003.0,RFn,2.0,613.0,TA,TA,Y,NA,NA,1,2010,WD,Normal,1829,3.5,231,0,1,237000
20,RL,100.0,10004,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,975.0,1516.0,GasA,TA,Y,SBrkr,1516,TA,6,Typ,0,NA,Attchd,1964.0,RFn,2.0,472.0,TA,TA,Y,NA,NA,2,2009,WD,Normal,1516,1.5,152,0,0,167000
20,RL,75.0,7875,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,572.0,1144.0,GasA,Gd,Y,SBrkr,1144,TA,6,Typ,0,NA,Attchd,1961.0,Unf,2.0,456.0,TA,TA,Y,GdWo,NA,9,2008,WD,Normal,1144,2.0,0,0,0,139950
20,RL,60.0,9600,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,1950,1995,Gable,CompShg,VinylSd,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,625.0,1067.0,GasA,TA,Y,SBrkr,1067,Gd,4,Min2,0,NA,Attchd,1996.0,Unf,2.0,436.0,TA,TA,Y,NA,NA,2,2010,WD,Normal,1067,2.0,290,0,0,128000
30,RM,90.0,8100,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1948,1973,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1221.0,1559.0,GasA,Gd,Y,SBrkr,1559,TA,5,Min2,0,NA,Detchd,1948.0,Unf,2.0,812.0,TA,TA,Y,GdWo,NA,6,2007,COD,Normal,1559,2.0,346,0,0,153500
160,RM,21.0,1680,NA,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,153.0,483.0,GasA,TA,Y,SBrkr,987,TA,5,Typ,0,NA,Detchd,1973.0,Unf,1.0,264.0,TA,TA,Y,NA,NA,11,2008,WD,Normal,987,2.5,0,0,1,100000
20,RL,75.0,9525,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1995,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1099.0,1099.0,GasA,Ex,Y,SBrkr,1099,Gd,6,Typ,0,NA,Attchd,1999.0,Unf,1.0,352.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1099,1.5,278,0,0,144000
50,RL,70.0,11767,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,416.0,768.0,GasA,Ex,Y,SBrkr,1200,TA,6,Typ,0,NA,Detchd,1946.0,Unf,1.0,240.0,TA,TA,Y,NA,NA,5,2008,WD,Normal,1200,1.0,0,0,1,130500
70,RH,60.0,12155,NA,IR1,Lvl,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,516.0,672.0,GasA,TA,N,SBrkr,1482,Fa,7,Typ,0,NA,Detchd,1934.0,Unf,1.0,400.0,TA,TA,P,NA,NA,3,2008,WD,Normal,1482,2.0,254,0,1,140000
70,RM,60.0,10440,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,650.0,650.0,GasA,Gd,Y,SBrkr,1539,Gd,8,Typ,1,Po,Detchd,1983.0,Unf,2.0,686.0,Gd,TA,P,NA,NA,6,2008,WD,Normal,1539,2.0,216,0,1,157500
80,RL,82.0,9020,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,276.0,1127.0,GasA,TA,Y,SBrkr,1165,TA,6,Typ,0,NA,Attchd,1966.0,RFn,2.0,490.0,Gd,Gd,Y,GdPrv,NA,5,2008,WD,Normal,1165,2.5,129,0,0,174900
90,RL,80.0,8000,NA,Reg,Lvl,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1800.0,1800.0,GasA,Ex,N,SBrkr,1800,TA,10,Typ,0,NA,NA,0.0,NA,0.0,0.0,NA,NA,Y,NA,NA,7,2007,WD,Normal,1800,2.0,0,0,0,141000
50,RM,100.0,12665,Grvl,IR1,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,876.0,876.0,GasA,Gd,Y,SBrkr,1416,TA,7,Typ,1,Gd,Detchd,1949.0,Unf,3.0,720.0,TA,TA,Y,NA,NA,6,2008,WD,Normal,1416,1.5,612,0,1,153900
85,RL,72.0,16647,NA,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,0.0,1390.0,GasA,TA,Y,SBrkr,1701,TA,6,Min2,2,TA,Basment,1975.0,Fin,2.0,611.0,TA,TA,Y,NA,NA,1,2007,WD,Normal,1701,3.0,0,0,0,171000
60,RL,75.0,9317,NA,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,227.0,740.0,GasA,Ex,Y,SBrkr,1775,Gd,7,Typ,1,TA,Attchd,1993.0,Unf,2.0,425.0,TA,TA,Y,NA,NA,7,2009,WD,Normal,1775,3.5,498,0,1,213000
20,RL,36.0,15523,NA,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,404.0,864.0,GasA,Ex,Y,SBrkr,864,TA,5,Typ,1,Fa,Attchd,1972.0,Unf,1.0,338.0,TA,TA,Y,NA,NA,8,2009,WD,Normal,864,2.0,0,0,0,133500
50,RL,75.0,45600,NA,IR2,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,907.0,907.0,GasA,TA,Y,SBrkr,2358,TA,10,Typ,1,Gd,Detchd,1908.0,Unf,2.0,360.0,Fa,TA,Y,NA,NA,9,2008,WD,Normal,2358,3.0,701,0,1,240000
80,RL,80.0,9600,NA,Reg,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,528.0,528.0,GasA,Ex,Y,SBrkr,1855,TA,7,Typ,1,TA,Attchd,1976.0,RFn,2.0,512.0,TA,TA,Y,NA,NA,8,2007,WD,Normal,1855,2.5,213,0,1,187000
120,RM,36.0,4435,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,189.0,848.0,GasA,Ex,Y,SBrkr,848,Gd,3,Typ,0,NA,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,NA,NA,11,2007,WD,Normal,848,2.0,140,0,0,131500
120,RL,43.0,3196,NA,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273.0,1273.0,GasA,Ex,Y,SBrkr,1456,Gd,7,Typ,1,TA,Attchd,2003.0,Fin,2.0,400.0,TA,TA,Y,NA,NA,5,2006,WD,Normal,1456,2.0,163,0,0,215000
75,RL,53.0,7128,NA,Reg,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,Unf,554.0,918.0,GasA,Gd,Y,SBrkr,1646,TA,7,Typ,2,Gd,Detchd,1941.0,Unf,1.0,240.0,TA,TA,Y,MnPrv,NA,8,2007,WD,Normal,1646,2.0,126,0,1,164000
80,RL,73.0,12095,NA,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,TA,Gd,CBlock,TA,TA,Gd,Rec,Unf,563.0,1127.0,GasA,TA,Y,SBrkr,1445,TA,7,Typ,1,Fa,Attchd,1964.0,RFn,2.0,645.0,TA,TA,Y,MnPrv,NA,8,2009,WD,Normal,1445,1.5,180,0,0,158000
20,RL,102.0,17920,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,372.0,1763.0,GasA,TA,Y,SBrkr,1779,TA,6,Typ,1,Gd,Attchd,1955.0,Unf,2.0,454.0,TA,TA,Y,NA,NA,7,2006,WD,Abnorml,1779,2.5,730,0,0,170000
20,RL,72.0,6897,NA,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,381.0,1040.0,GasA,Ex,Y,SBrkr,1040,TA,6,Typ,0,NA,Detchd,1962.0,Unf,1.0,260.0,TA,TA,Y,NA,NA,4,2010,WD,Normal,1040,2.5,104,0,0,127000
80,RL,70.0,10970,NA,IR1,Low,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,0.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,LwQ,0.0,940.0,GasA,TA,Y,SBrkr,1026,TA,5,Typ,0,NA,Detchd,1981.0,Unf,2.0,576.0,TA,Fa,Y,MnPrv,NA,10,2008,WD,Normal,1026,2.0,34,0,0,147000
60,RL,65.0,8125,NA,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,702.0,702.0,GasA,Gd,Y,SBrkr,1481,TA,6,Typ,1,TA,Attchd,1994.0,Fin,2.0,343.0,TA,TA,Y,NA,NA,3,2009,WD,Normal,1481,2.5,36,0,1,174000
20,RL,80.0,10400,NA,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,189.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,1090.0,1090.0,GasA,TA,Y,SBrkr,1370,TA,6,Typ,1,TA,Attchd,1976.0,RFn,2.0,479.0,TA,TA,Y,MnPrv,NA,6,2009,WD,Family,1370,2.0,0,0,0,152000
60,RL,80.0,11029,NA,IR1,Lvl,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,220.0,TA,TA,CBlock,TA,TA,Mn,BLQ,Unf,435.0,1054.0,GasA,TA,Y,SBrkr,2654,Gd,9,Typ,1,Gd,Attchd,1968.0,Unf,2.0,619.0,TA,TA,Y,NA,NA,8,2006,WD,Normal,2654,3.5,287,0,1,250000
50,RL,55.0,7642,NA,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,Unf,912.0,912.0,GasA,Gd,Y,SBrkr,1426,Gd,7,Typ,1,Gd,Detchd,1925.0,Unf,1.0,216.0,TA,TA,Y,GdPrv,NA,6,2007,WD,Normal,1426,1.5,240,0,1,189950
190,RL,75.0,11625,NA,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,1965,1965,Hip,CompShg,Plywood,HdBoard,None,0.0,TA,TA,PConc,TA,TA,Mn,BLQ,Unf,198.0,1039.0,GasA,Ex,Y,SBrkr,1039,TA,6,Typ,0,NA,Attchd,1965.0,Unf,2.0,504.0,TA,TA,Y,NA,NA,4,2010,WD,Normal,1039,2.5,0,0,0,131500
20,RL,81.0,9672,NA,Reg,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,702.0,1040.0,GasA,TA,Y,SBrkr,1097,TA,6,Typ,0,NA,Attchd,1986.0,Unf,2.0,480.0,TA,TA,Y,GdPrv,NA,5,2010,WD,Normal,1097,2.0,0,0,0,152000
20,RL,70.0,7931,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,0.0,1148.0,GasA,TA,Y,SBrkr,1148,TA,6,Typ,0,NA,Attchd,1959.0,Unf,1.0,672.0,TA,TA,Y,GdPrv,NA,7,2009,WD,Normal,1148,2.0,0,0,0,132500
20,FV,72.0,8640,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1372.0,1372.0,GasA,Ex,Y,SBrkr,1372,Gd,6,Typ,0,NA,Attchd,2008.0,Fin,2.0,529.0,TA,TA,Y,NA,NA,5,2008,New,Partial,1372,2.0,140,0,0,250580
20,RL,73.0,8750,NA,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,174.0,1002.0,GasA,TA,Y,SBrkr,1002,TA,5,Typ,0,NA,Detchd,1973.0,Unf,2.0,902.0,TA,TA,Y,MnPrv,NA,8,2009,WD,Normal,1002,2.0,0,0,0,148500
20,RL,67.0,10656,NA,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1638.0,1638.0,GasA,Ex,Y,SBrkr,1646,Gd,6,Typ,1,Gd,Attchd,2007.0,RFn,3.0,870.0,TA,TA,Y,NA,NA,11,2007,New,Partial,1646,2.0,272,0,0,248900
20,RL,85.0,6970,NA,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,108.0,1040.0,GasA,TA,Y,SBrkr,1120,Fa,5,Typ,0,NA,Attchd,1961.0,RFn,2.0,544.0,TA,TA,Y,NA,Shed,5,2007,WD,Normal,1120,2.5,168,0,0,129000
60,RL,64.0,14762,NA,IR2,Lvl,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,Slab,NA,NA,NA,NA,NA,0.0,0.0,GasA,Gd,Y,SBrkr,2320,TA,7,Typ,1,TA,Attchd,1979.0,Unf,2.0,672.0,TA,TA,P,NA,NA,5,2006,WD,Normal,2267,2.0,264,0,1,169000
60,RL,80.0,9938,NA,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,300.0,1050.0,GasA,Ex,Y,SBrkr,1949,Gd,8,Typ,1,TA,Attchd,1993.0,Fin,2.0,574.0,TA,TA,Y,GdPrv,NA,6,2010,WD,Normal,1949,3.5,246,0,1,236000
20,RL,60.0,6600,NA,Reg,Lvl,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,894.0,894.0,GasA,Gd,N,SBrkr,894,TA,5,Typ,0,NA,Detchd,1962.0,Unf,1.0,308.0,TA,TA,Y,NA,NA,8,2009,WD,Normal,894,1.0,0,0,0,109500
60,RL,70.0,8750,NA,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,299.0,804.0,GasA,Ex,Y,SBrkr,1682,Gd,7,Typ,0,NA,Attchd,1998.0,RFn,2.0,523.0,TA,TA,Y,NA,NA,6,2010,WD,Normal,1682,2.5,77,0,1,200500
20,RL,74.0,8892,NA,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,Stone,TA,TA,Av,Unf,Unf,105.0,105.0,GasA,Gd,Y,SBrkr,910,Gd,5,Typ,0,NA,Attchd,1953.0,Unf,2.0,414.0,TA,TA,Y,GdWo,NA,10,2008,WD,Normal,910,1.0,346,0,0,116000
40,RL,60.0,12144,NA,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,CBlock,TA,TA,No,Rec,Unf,457.0,832.0,GasA,Gd,Y,SBrkr,1268,TA,6,Typ,1,Gd,Attchd,1949.0,Unf,1.0,288.0,TA,TA,Y,NA,Othr,9,2009,WD,Normal,1036,1.0,28,0,0,133000
50,RM,52.0,5720,NA,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,676.0,676.0,GasA,Ex,Y,SBrkr,1131,TA,5,Typ,0,NA,Detchd,1941.0,Unf,1.0,200.0,TA,TA,Y,NA,NA,8,2009,WD,Abnorml,1131,1.5,26,0,1,66500
60,FV,75.0,9000,NA,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1120.0,1184.0,GasA,Ex,Y,SBrkr,2610,Ex,11,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,550.0,TA,TA,Y,NA,NA,8,2007,New,Partial,2610,2.5,572,0,1,303477
20,RL,94.0,25286,NA,Reg,HLS,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,431.0,1064.0,GasA,Gd,Y,SBrkr,1040,TA,5,Typ,0,NA,Attchd,1963.0,Unf,2.0,648.0,TA,TA,Y,NA,NA,1,2007,WD,Normal,1040,2.0,0,0,0,132250
60,RL,74.0,8834,NA,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,292.0,1462.0,GasA,Ex,Y,SBrkr,2224,Ex,10,Typ,1,Gd,Attchd,2004.0,Fin,3.0,738.0,TA,TA,Y,NA,NA,6,2009,WD,Normal,2224,3.5,184,0,1,350000
85,RL,88.0,11782,NA,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,210.0,1109.0,GasA,TA,Y,SBrkr,1155,Gd,6,Min2,0,NA,Detchd,1987.0,Unf,2.0,576.0,TA,TA,Y,MnPrv,Shed,6,2010,WD,Normal,1155,2.0,192,0,0,148000
20,RL,70.0,7000,NA,IR1,Lvl,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,218.0,864.0,GasA,Ex,Y,SBrkr,864,TA,6,Typ,0,NA,Attchd,1978.0,Unf,1.0,336.0,TA,TA,Y,GdWo,NA,7,2009,WD,Normal,864,2.0,0,0,0,136500
20,RL,60.0,7024,NA,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Ex,Gd,No,ALQ,Unf,110.0,1090.0,GasA,Gd,Y,SBrkr,1090,TA,5,Typ,0,NA,Attchd,2005.0,Fin,2.0,450.0,TA,TA,Y,NA,NA,6,2007,WD,Normal,1090,2.5,49,0,0,157000
50,RL,44.0,13758,NA,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,Unf,254.0,1156.0,GasA,Ex,Y,SBrkr,1717,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,2.0,400.0,TA,TA,Y,NA,NA,4,2007,WD,Normal,1717,2.5,204,0,1,187500
60,RL,64.0,9636,NA,IR1,Lvl,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,808.0,808.0,GasA,Gd,Y,SBrkr,1593,TA,7,Typ,1,TA,BuiltIn,1993.0,RFn,2.0,389.0,TA,TA,Y,MnPrv,NA,12,2009,WD,Normal,1593,2.5,382,0,1,178000
75,RL,60.0,6204,NA,Reg,Bnk,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,TA,Fa,No,Unf,Unf,795.0,795.0,GasA,TA,N,SBrkr,2230,TA,10,Typ,0,NA,Detchd,1997.0,Unf,1.0,440.0,TA,Gd,Y,NA,NA,3,2006,WD,Normal,1749,2.0,188,0,1,118500
